0.0,0.0,0.0,0.0,0.0,0.2,-1.6,0.0,0.1,0.1,0.1,0.1,0.0
0.0,0.0,0.0,0.0,0.0,0.2,-1.6,0.0,0.2,0.2,0.2,0.2,0.0
0.0,0.0,0.0,0.0,0.0,0.2,-1.6,0.0,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.0
0.0,0.0,0.0,0.0,0.0,0.2,-1.6,0.0,0.4,0.4,0.4,0.4,0.0
0.0,0.0,0.0,0.0,0.0,0.2,-1.6,0.0,0.5,0.5,0.5,0.5,0.0
0.0,0.0,0.0,0.0,0.0,0.2,-1.6,0.0,0.6,0.6,0.6,0.6,0.0
0.0,0.0,0.0,0.0,0.0,0.2,-1.6,0.0,0.7,0.7,0.7,0.7,0.0
0.0,0.0,0.0,0.0,0.0,0.2,-1.6,0.0,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.0
0.0,0.0,0.0,0.0,0.0,0.2,-1.6,0.0,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.0
0.0,0.0,0.0,0.0,0.0,0.2,-1.6,0.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.0
0.0,0.0,0.0,0.0,0.0,0.2,-1.6,0.0,1.0999999999999999,1.0999999999999999,1.0999999999999999,1.0999999999999999,0.0
0.0,0.0,0.0,0.0,0.0,0.2,-1.6,0.0,1.2,1.2,1.2,1.2,0.0
0.0,0.0,0.0,0.0,0.0,0.2,-1.6,0.0,1.3,1.3,1.3,1.3,0.0
0.0,0.0,0.0,0.0,0.0,0.2,-1.6,0.0,1.4000000000000001,1.4000000000000001,1.4000000000000001,1.4000000000000001,0.0
0.0,0.0,0.0,0.0,0.0,0.2,-1.6,0.0,1.5000000000000002,1.5000000000000002,1.5000000000000002,1.5000000000000002,0.0
0.0,0.0,0.0,0.0,0.0,0.2,-1.6,0.0,1.6000000000000003,1.6000000000000003,1.6000000000000003,1.6000000000000003,0.0
0.0,0.0,0.0,0.0,0.0,0.2,-1.6,0.0,1.7000000000000004,1.7000000000000004,1.7000000000000004,1.7000000000000004,0.0
0.0,0.0,0.0,0.0,0.0,0.2,-1.6,0.0,1.8000000000000005,1.8000000000000005,1.8000000000000005,1.8000000000000005,0.0
0.0,0.0,0.0,0.0,0.0,0.2,-1.6,0.0,1.9000000000000006,1.9000000000000006,1.9000000000000006,1.9000000000000006,0.0
0.0,0.0,0.0,0.0,0.0,0.2,-1.6,0.0,2.0000000000000004,2.0000000000000004,2.0000000000000004,2.0000000000000004,0.0
0.0,0.0,0.0,0.0,0.0,0.2,-1.6,0.0,2.1000000000000005,2.1000000000000005,2.1000000000000005,2.1000000000000005,0.0
0.0,0.0,0.0,0.0,0.0,0.2,-1.6,0.0,2.2000000000000006,2.2000000000000006,2.2000000000000006,2.2000000000000006,0.0
0.0,0.0,0.0,0.0,0.0,0.2,-1.6,0.0,2.3000000000000007,2.3000000000000007,2.3000000000000007,2.3000000000000007,0.0
0.0,0.0,0.0,0.0,0.0,0.2,-1.6,0.0,2.400000000000001,2.400000000000001,2.400000000000001,2.400000000000001,0.0
0.0,0.0,0.0,0.0,0.0,0.2,-1.6,0.0,2.500000000000001,2.500000000000001,2.500000000000001,2.500000000000001,0.0
0.0,0.0,0.0,0.0,0.0,0.2,-1.6,0.0,2.600000000000001,2.600000000000001,2.600000000000001,2.600000000000001,0.0
0.0,0.0,0.0,0.0,0.0,0.2,-1.6,0.0,2.700000000000001,2.700000000000001,2.700000000000001,2.700000000000001,0.0
0.0,0.0,0.0,0.0,0.0,0.2,-1.6,0.0,2.800000000000001,2.800000000000001,2.800000000000001,2.800000000000001,0.0
0.0,0.0,0.0,0.0,0.0,0.2,-1.6,0.0,2.9000000000000012,2.9000000000000012,2.9000000000000012,2.9000000000000012,0.0
0.0,0.0,0.0,0.0,0.0,0.2,-1.6,0.0,3.0000000000000013,3.0000000000000013,3.0000000000000013,3.0000000000000013,0.0
0.0,0.0,0.0,0.0,0.0,0.2,-1.6,0.0,3.1000000000000014,3.1000000000000014,3.1000000000000014,3.1000000000000014,0.0
